Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,LONGITUDE,LATITUDE
26175,11/06/17,Trash - Curbside/Alley Missed Pickup,Curb Trash missed for this address and one other. Share driveway 2 carts.,1906 Franklin Ave,37206.0,METRO,9503,6.0,1751436.16634754,674472.823347848,-86.73553326664398,36.1839975840374
26213,11/06/17,Trash - Curbside/Alley Missed Pickup,Missed.,2733 Murfreesboro Pike C,37013.0,RED RIVER,4502,32.0,1781139.3630718,632445.602376676,-86.6339628294397,36.06912193712132
26216,11/06/17,Trash - Backdoor,missed backdoor pick up,4713 Delia Dr,37013.0,RED RIVER,4505,28.0,1767696.74661379,631909.527018137,-86.67943393430976,36.06740155852541
26233,11/06/17,Trash - Curbside/Alley Missed Pickup,customer says missed trash pickup for the entire street,1910 franklin ave,37206.0,METRO,9503,6.0,1751532.16581431,674463.22439061,-86.73520773483534,36.18397319817054
26236,11/06/17,Trash Collection Complaint,Missed- frequently.,2503 Lakevilla Dr,37217.0,RED RIVER,4502,29.0,1778670.08423602,636350.884032125,-86.64240450257076,36.07980547891964
26239,11/06/17,Trash - Curbside/Alley Missed Pickup,missed pick up - others missed in area,405 calumet ct,37013.0,RED RIVER,3504,33.0,1786097.91807169,630974.7555982,-86.61715388198633,36.06516858927558
26241,11/06/17,Trash Collection Complaint,Customer says that her backdoor trash is missed every week,213 Perlen Dr,37206.0,RED RIVER,1201,6.0,1754750.56500654,671480.002624894,-86.72422760458144,36.175844507719006
26257,11/06/17,Trash - Curbside/Alley Missed Pickup,Missed entire cul de sac,205 Shoemaker Ct,37013.0,RED RIVER,3504,33.0,1786467.63325944,631954.880175944,-86.61592386109272,36.06786738982815
26264,11/06/17,Trash - Curbside/Alley Missed Pickup,missed pick up,400 lorna dr,37214.0,RED RIVER,2503,15.0,1771304.96317514,664916.801166548,-86.66798789377486,36.15813939423314
26275,11/06/17,Trash - Backdoor,customer says trash pickup was missed again,936 Cahal Ave,37206.0,METRO,9507,5.0,1748206.4428172,679272.537889391,-86.74660101980801,36.197114685943575
26283,11/06/17,Trash - Curbside/Alley Missed Pickup,missed,3124 Murfreesboro Pike,37013.0,RED RIVER,4502,33.0,1784737.3138611,629098.451312482,-86.62171700773453,36.0599907205218
26284,11/06/17,Trash - Curbside/Alley Missed Pickup,missed,3124 Murfreesboro Pike,37013.0,RED RIVER,4502,33.0,1784737.3138611,629098.451312482,-86.62171700773453,36.0599907205218
26297,11/06/17,Trash Collection Complaint,"Trash/has been missed often, in court. Wants cart empty before Thursday.  Overflowing.",5526 Hill Ct,37220.0,RED RIVER,2402,4.0,1747372.95012115,623667.974265596,-86.74798545365906,36.04435495947817
26306,11/06/17,Trash Collection Complaint,"Backdoor trash keeps being missed, truck comes on an off day when should be on normal schedule. Thursday. Correct matter.
has been missed 9 times since 7/17/2017 please call 615-982-6915",233 Blackman Rd,37211.0,RED RIVER,2404,26.0,1750805.76361265,634405.602185643,-86.73664742608752,36.07392253972745
26311,11/06/17,Trash - Curbside/Alley Missed Pickup,missed on Friday,2524 Lakevilla Dr,37217.0,RED RIVER,4502,29.0,1778630.07374003,636218.257746206,-86.64253695180287,36.07944043472523
26318,11/06/17,Trash Collection Complaint,Curb/trash miss last Friday. ? wants cart emptied before this Friday.,1416 Forrestal Way,37013.0,RED RIVER,3503,33.0,1791347.95408444,632655.321099772,-86.59942576487312,36.06987474340685
26339,11/06/17,Trash - Backdoor,backdoor miss,600 Hillwood Blvd,37205.0,RED RIVER,2301,24.0,1711632.96698317,656237.602418504,-86.86985295026852,36.13301050238967
26348,11/06/17,Trash - Curbside/Alley Missed Pickup,"Trash/miss Friday, ALLEY UNIT-A",505 N 16th St,37206.0,METRO,9503,6.0,1749828.31824519,673607.820957735,-86.74095915380225,36.181588197093575
26349,11/06/17,Trash - Curbside/Alley Missed Pickup,others also missed in area,3404 roundwood forest dr,37013.0,RED RIVER,3504,33.0,1786291.32390156,632229.331995665,-86.61652625475286,36.06861825917657
26355,11/06/17,Trash Collection Complaint,paid back door pick  - does not need extra pick up - but wants you to remember this week to pick up on Wednesday,732 greeley dr,37205.0,RED RIVER,1305,23.0,1708630.56709068,652660.001181522,-86.87991079202958,36.123109450153706
26378,11/06/17,Trash - Curbside/Alley Missed Pickup,missed pick up - others missed in area,2511 lakevilla dr,37217.0,RED RIVER,4502,29.0,1778601.17793013,636324.950423673,-86.64263710582264,36.07973299693286
26391,11/06/17,Trash - Curbside/Alley Missed Pickup,The whole court miss trash/Friday. Also Roundwood Forest Dr 37013. Curb,212 Shoemaker Ct,37013.0,RED RIVER,3504,33.0,1786347.83130713,631973.157967746,-86.6163296011674,36.06791552706376
26412,11/06/17,Trash - Curbside/Alley Missed Pickup,Missed.,3006 Goodwin Dr,37217.0,RED RIVER,2505,29.0,1783818.56442841,637801.602887005,-86.625013333989,36.08388216282152
26509,11/07/17,Trash Collection Complaint,"Alley pickup, last Wednesday trash/missed, does not want this to happen again tomorrow the 8th of Nov. ALLEY wants cart emptied and has overflow does not have anywhere else to set it. All bags should be pick up.  {SENDING A REMINDER}",5206 Dakota Ave,37209.0,RED RIVER,1308,24.0,1717415.36619102,661471.202868942,-86.8504264667611,36.14752627159388
26511,11/07/17,Trash - Curbside/Alley Missed Pickup,missed pick up - others missed in area,3925 calumet dr,37013.0,RED RIVER,3504,33.0,1786639.64871135,631849.637928523,-86.61533960685097,36.06758126185105
26516,11/07/17,Trash - Curbside/Alley Missed Pickup,Curb/trash missed last Friday. Why?,2974 McGavock Pike,37214.0,RED RIVER,1501,15.0,1769532.96319572,679440.799229027,-86.67432924951066,36.19800215759055
26547,11/07/17,Trash - Curbside/Alley Missed Pickup,customer says the entire street was missed,4016 CALUMET DR,37013.0,RED RIVER,3504,33.0,1786217.87832428,631496.771868036,-86.61675914012659,36.06660464564647
26551,11/07/17,Trash - Curbside/Alley Missed Pickup,Missed.,224 Shoemaker Ct,37013.0,RED RIVER,3504,33.0,1786256.20093912,631876.547064561,-86.61663757361012,36.06764855140143
26591,11/07/17,Trash - Backdoor,missed back door - back door,3040 Ned Shelton Rd,37217.0,RED RIVER,2504,29.0,1781246.61177347,641849.901288936,-86.63380602080447,36.09495733083826
26673,11/07/17,Trash - Curbside/Alley Missed Pickup,customer says trash is not being picked up between 101-150 2nd Ave N,111 2nd Ave N,37201.0,Metro,,19.0,1739543.36496981,666600.801765471,-86.77561966533521,36.16212172295683
26674,11/07/17,Trash - Curbside/Alley Missed Pickup,customer says trash is not being picked up between 101-150 2nd Ave N,111 2nd Ave N,37201.0,,,19.0,1739543.36496981,666600.801765471,-86.77561966533521,36.16212172295683
26694,11/07/17,Trash Collection Complaint,Trash cart is being left in middle of drive way and at times in the ditch and turn over. She's disable and not able to get out and pickup. Please talk to driver.,571 Stevenson St,37209.0,RED RIVER,4203,20.0,1712803.9843619,664734.563405316,-86.86614227864602,36.156379274955576
26737,11/07/17,Trash - Backdoor,Back door missed.,4213 Brush Hill Rd,37216.0,RED RIVER,2203,7.0,1757820.76308805,691476.199832402,-86.71432000121203,36.23083370829432
26739,11/07/17,Trash - Curbside/Alley Missed Pickup,Missed.,3316 Curtis Hill Ct,37218.0,RED RIVER,4204,2.0,1723755.41711946,680649.197306288,-86.8295042226647,36.20035536478022
26745,11/07/17,Trash - Curbside/Alley Missed Pickup,Missed.,1112 Joseph Ave A,37207.0,METRO,9207,5.0,1740730.56463376,677098.400346173,-86.77187851203672,36.19098327441653
26746,11/07/17,Trash - Curbside/Alley Missed Pickup,Missed.,824 Harvest Grove Dr,37013.0,,,33.0,1789788.38571365,626552.7647041,-86.60457515355647,36.0530846313598
26812,11/08/17,Trash - Curbside/Alley Missed Pickup,"Curb Trash/miss one side of street, happen every time. Tuesday",1917 Valley Park Dr,37216.0,RED RIVER,1203,7.0,1758394.14595784,679124.245357154,-86.7120712757568,36.19691589424434
26823,11/08/17,Trash - Backdoor,backdoor pick up missed,3114 moorewood dr,37207.0,RED RIVER,2202,3.0,1738636.16355867,692656.800330449,-86.77939572510412,36.233674490891055
26828,11/08/17,Trash - Curbside/Alley Missed Pickup,Curb/trash dead end missed Tuesday.,3528 Pewitt Rd,37218.0,RED RIVER,3203,1.0,1722417.83575682,687919.298363714,-86.83424745540863,36.220294031768326
26847,11/08/17,Trash Collection Complaint,entire street was missed yesterday 11/07/17,3550 Pewitt Rd,37218.0,,,1.0,1721976.12344177,687846.927251394,-86.8357427442469,36.22008488750094
26851,11/08/17,Trash Collection Complaint,"missed pick up - missed block Tuesday bothside of street. Curb 
Will call the director of Public Works next time.",1103 Preston Dr,37206.0,RED RIVER,1201,6.0,1756688.56499823,675665.401288934,-86.71776549537257,36.18738059601964
26864,11/08/17,Trash - Curbside/Alley Missed Pickup,customer says the trash pickup was missed again,3210 Whites Creek Pike,37207.0,RED RIVER,3201,3.0,1726432.96620837,691919.200296047,-86.82075005147804,36.23137438427676
26867,11/08/17,Trash - Curbside/Alley Missed Pickup,entire street was missed yesterday 11/07/17,3550 Pewitt Rd,37218.0,RED RIVER,3203,1.0,1721976.12344177,687846.927251394,-86.8357427442469,36.22008488750094
26871,11/08/17,Trash - Backdoor,missed back door,4203 Kennedy Ave,,RED RIVER,2203,,,,,
26878,11/08/17,Trash - Backdoor,"Backdoor/Trash missed 2 weeks in row, Tuesday.",2810 Noonan Dr,37206.0,RED RIVER,1201,6.0,1754313.46715737,669870.460704343,-86.72566809347724,36.1714143556522
26886,11/08/17,Trash - Curbside/Alley Missed Pickup,"Curb/Trash miss for pick up Tuesday. Out Monday night and wants cart empty.

Steve Woodson
615-227-9888",400 Ewing Dr,37207.0,RED RIVER,3201,2.0,1737160.15221742,692018.771429761,-86.78438286181802,36.231889531189225
26906,11/08/17,Trash - Backdoor,missed,4208 kings ct,37218.0,RED RIVER,3203,1.0,1717612.9669717,685917.60015175,-86.8504767438922,36.21468207577668
26971,11/08/17,Damage to Property,truck is cutting into yard and damaging lawn,717 garrison dr,37207.0,RED RIVER,3205,2.0,1727317.06164019,688538.087798404,-86.81765681043998,36.22210732691941
26981,11/08/17,Trash Collection Complaint,customer says the trash pickup is missed every week,2106 LYLE CT,37210.0,RED RIVER,4303,16.0,1751373.76423695,652462.402393076,-86.7351844501729,36.12353549931002
27000,11/08/17,Trash - Backdoor,backdoor miss,2611 Sterling Boone Dr,37210.0,RED RIVER,4301,16.0,1750217.21553587,649674.00522473,-86.73902905529116,36.11585200880328
27014,11/08/17,Trash - Curbside/Alley Missed Pickup,Missed.,3192 Robwood Dr,37207.0,RED RIVER,2202,3.0,1741891.36369762,693948.399300981,-86.76839320901217,36.23729302198041
27018,11/08/17,Trash - Backdoor,cust says missed pickup,2833 Georgia Ave B,37209.0,METRO,9303,21.0,1726032.30907294,664835.417901276,-86.82133780428482,36.15696958578493
27023,11/08/17,Trash - Curbside/Alley Missed Pickup,Missed. other homes were also missed on this street,103 Savoy Cir,37205.0,RED RIVER,2304S,24.0,1725167.34638759,654656.811868711,-86.82397736795362,36.12898994694359
27028,11/08/17,Trash - Curbside/Alley Missed Pickup,MISSED AGAIN,3516 WEST END AVE,37205.0,METRO,9307,24.0,1725321.08602449,657055.751774673,-86.82352515008432,36.13558317997205
27029,11/08/17,Trash - Curbside/Alley Missed Pickup,missed,2505 Booker St,37208.0,METRO,9303,21.0,1728098.18447442,666222.429500274,-86.81437925421588,36.16082698440313
27032,11/08/17,Trash - Curbside/Alley Missed Pickup,customer says missed pickup every week,3702 Hobbs Rd,37215.0,RED RIVER,3304,34.0,1721317.06630747,645218.701907879,-86.8367413869682,36.10297445257603
27050,11/09/17,Trash - Curbside/Alley Missed Pickup,Curb/Trash miss for Wednesday.,438 Coventry Dr,37211.0,RED RIVER,4302,26.0,1751014.56418274,636479.202540432,-86.73599366736056,36.07962297360435
27056,11/09/17,Trash Collection Complaint,missed pick up Curb Wednesday,2801 Delaware Ave,37209.0,METRO,9303,21.0,1726720.96660779,664351.20270875,-86.81899142128968,36.15565535007324
27118,11/09/17,Trash - Curbside/Alley Missed Pickup,Curb trash miss Tuesday.,3832 Dry Fork Rd,37189.0,RED RIVER,3201,1.0,1723086.56706473,698696.800243435,-86.83229119854765,36.24991367037394
27119,11/09/17,Trash - Curbside/Alley Missed Pickup,missed pick up - others missed in area,3503 grayswood ave,37215.0,RED RIVER,3304,25.0,1722926.56667051,649645.602105628,-86.83142061847141,36.11517250214272
27142,11/09/17,Trash Collection Complaint,Missed entire side of the street- says there are only 3 houses on that side of the street and he misses them frequently.,608 cedarhill ct,37013.0,RED RIVER,4403,31.0,1758801.65349629,622091.097698503,-86.70928939902512,36.04025702903644
27145,11/09/17,Trash - Curbside/Alley Missed Pickup,Missed every week.,608 Eastboro Dr B,37209.0,RED RIVER,4203,20.0,1712305.1175881,663781.543860908,-86.8678034223569,36.15374929956226
27179,11/09/17,Trash Collection Complaint,missed back door trash last week,208 donelson pike,37214.0,RED RIVER,1505,15.0,1772254.42773352,666151.089738713,-86.66480013229456,36.16154765332904
27203,11/09/17,Trash - Curbside/Alley Missed Pickup,Truck missed trash pick up on Wednesday 8th,409 Brook Hollow Rd,37205.0,RED RIVER,1301,23.0,1706724.96729118,646924.001875584,-86.88618688997748,36.10730594410796
27220,11/09/17,Trash - Curbside/Alley Missed Pickup,"My trash not collected but neighbor's trash was. My address 264 Riverside Dr, 37206",264 Riverside Dr,37206.0,RED RIVER,1201,6.0,1753932.88066917,670849.589966021,-86.72698212159501,36.17409617184659
27221,11/09/17,Trash - Backdoor,Missed paid backdoor trash.,4019 skyline dr,37215.0,RED RIVER,3304,34.0,1722670.50345558,646185.230436954,-86.83218789501905,36.10566113871637
27229,11/09/17,Trash - Curbside/Alley Missed Pickup,trash missed past 2 weeks,415 35th ave N,37209.0,WASTE IND,3306,21.0,1724395.9946724,663795.769164392,-86.82685065833704,36.15407592984187
27234,11/09/17,Trash - Curbside/Alley Missed Pickup,"trash missed pick up
please note if resident is not using correct cart",68 ravenwood hills cir,37215.0,RED RIVER,3303S,25.0,1728043.34715978,640999.191433109,-86.81385447517215,36.09153953799184
27242,11/09/17,Trash - Curbside/Alley Missed Pickup,cust says missed pickup,918 W GREENWOOD AVE,37206.0,WASTE IND,2509,5.0,1746588.96400056,676985.599245641,-86.75202307682463,36.19079871235908
27244,11/09/17,Trash - Curbside/Alley Missed Pickup,Missed pickup,552 JUDD DR,37218.0,RED RIVER,3203,1.0,1718575.51621426,688959.286318059,-86.84730324756966,36.22306004138645
27276,11/09/17,Trash Collection Complaint,Missed - frequently missed says she is tired of calling every week.,1009 Massman Dr,37217.0,RED RIVER,1401,13.0,1759435.96428296,657008.601943253,-86.70799835330574,36.13618691374758
27298,11/09/17,Trash - Backdoor,Backdoor,705 Yoest Cir,37013.0,RED RIVER,4404,31.0,1764643.95566055,625321.009309562,-86.68960587946819,36.04924429207944
27300,11/09/17,Trash - Curbside/Alley Missed Pickup,Missed.,2019 Beech Ave B,37204.0,METRO,9401,17.0,1737916.82947988,655806.175709279,-86.78083777535817,36.13243430205707
27309,11/09/17,Trash - Curbside/Alley Missed Pickup,missed trash pickup,1903 VALLEY PARK DR,37216.0,RED RIVER,1203,7.0,1757982.17240361,679186.417947719,-86.71346898497217,36.19707843358192
27313,11/09/17,Trash Collection Complaint,Missed for the 2nd week in a row.,496 Whispering Hills Dr,37211.0,RED RIVER,3401,27.0,1755478.43155001,629550.787560172,-86.72071536047648,36.06068204115965
27314,11/09/17,Trash - Curbside/Alley Missed Pickup,Missed.,2015 Beech Ave C,37204.0,METRO,9401,17.0,1737886.97397215,655886.034443263,-86.78094103044816,36.13265301341837
27318,11/09/17,Trash - Curbside/Alley Missed Pickup,Trash was not picked up at 244 Ash Grove Dr 37211,244 Ash Grove Dr,37211.0,RED RIVER,4404,31.0,1761056.65455194,625068.871946218,-86.70173450280294,36.048481623481074
27319,11/09/17,Trash Collection Complaint,"For the second week in a row, my trash was not picked up.... I have a video that shows the truck picking up a can 15 feet across the street from mine and then backing down the road and leaving mine. 

My expectation is that mine is picked up by noon on Friday and a resolution to this issue. If I am not leaving the cart in the right location (at the end of my driveway and not in the street) I am happy to discuss. perform an on site evaluation of my location, the cart is sitting exactly where it has been since 9 pm last night.

I am happy to be on site during any evaluation to discuss a remedy to the issue but I will not continue to contact you weekly to ask that you perform a job that you are being compensated for with my tax dollars. If my location and service can't continue, then I will find an alternative source and ask for reimbursements from your department.",5115 Greentree Dr,37211.0,RED RIVER,3401,27.0,1750027.36356976,630031.202408004,-86.73916952894596,36.06189004730152
